iterations	rmse
1	3.683928701341685
2	2.590086779607507
3	1.8275115794762262
4	1.2989309990925353
5	0.9334941633042347
6	0.6820411809543447
7	0.5134966966242144
8	0.3979160220035725
9	0.326615462119284
10	0.28347619547727715
11	0.25549895695512864
12	0.2343774192843833
13	0.2237526968715055
14	0.2140061067672111
15	0.20347506325954842
16	0.19281387126357682
17	0.18351322893740013
18	0.1757122992980367
19	0.17344814703306607
20	0.16877120678476387
21	0.1660196021931178
22	0.16210400096178657
23	0.157586271716816
24	0.1503262561220292
25	0.15006613246212983
26	0.14831790931432892
27	0.1470078107266325
28	0.1468263330127697
29	0.14274670692662342
30	0.13608675230182166
31	0.13180113660995624
32	0.12667055741136868
33	0.12378985429237613
34	0.12362136659924443
35	0.12127427274330761
36	0.11787920596835105
37	0.11451141560014445
38	0.11319328172848114
39	0.11228566100266538
40	0.10914220340739436
41	0.1076507868141602
42	0.10568247047552398
43	0.10518407897856576
44	0.10371690112384926
45	0.10196675355244417
46	0.1017550273656323
47	0.1013174716559875
48	0.09880633763091014
49	0.09847302041758714
50	0.09635112870566456
51	0.09443765001604595
52	0.0941989654838356
53	0.09401950382580651
54	0.09371506897981144
55	0.09210678634452163
56	0.0887087421177068
57	0.08833536832671714
58	0.08824030066289609
59	0.0867478210068352
60	0.08671444636641013
61	0.08466970253682232
62	0.08409554112003867
63	0.08363025443628173
64	0.08348079907883163
65	0.08260459613083734
66	0.08235456393306484
67	0.08000021758278082
68	0.07971744748284364
69	0.07953862307802463
70	0.07898164344006997
71	0.07860491491138598
72	0.07704532505886459
73	0.0769621156722175
74	0.07690044565297276
75	0.07620351477007745
76	0.07580376313299617
77	0.07572515264797652
78	0.07491439371173444
79	0.07466345837236783
80	0.07313591770992794
81	0.0726745687041642
82	0.07225967104943642
83	0.07161196393172041
84	0.07103753691842743
85	0.06977722963523333
86	0.06876012524215892
87	0.0685058010455808
88	0.06788928862247505
89	0.06749003180891751
90	0.06720535567051096
91	0.06702343822465531
92	0.0660551788933843
93	0.06571884959629119
94	0.0655354831520185
95	0.06482872345643978
96	0.0643193400854377
97	0.06430588460708886
98	0.06428853516577127
99	0.06419922879772587
100	0.06404488020874824
101	0.06378085743175041
102	0.063248898763251
103	0.06295532641002645
104	0.06167058426591605
105	0.06124969928979754
106	0.06051552096628476
107	0.06033951360333033
108	0.06026958697073038
109	0.05965634192041682
110	0.05955983200914909
111	0.05858665954686888
112	0.05847054712354165
113	0.05726923134797861
114	0.05682906555472625
115	0.05634001011401934
116	0.05625192208356232
117	0.05612039439627192
118	0.05606195458017044
119	0.05587884369390399
120	0.05542485630397416
121	0.0540385669939004
122	0.05394675333446924
123	0.05368534493702051
124	0.05303488000268926
125	0.05255959863238866
126	0.05197649276024554
127	0.05175957633144425
128	0.05041034461446773
129	0.05031003816088381
130	0.05023883737101718
131	0.0501348001322531
132	0.05011814876297566
133	0.04971140277921033
134	0.04930477756585266
135	0.04913166347758532
136	0.04911231685030027
137	0.04911011416284403
138	0.04854985173337974
139	0.0482751957734637
140	0.04824649401876378
141	0.0481055216728822
142	0.04807915549377834
143	0.04779207478404759
144	0.04773064650896294
145	0.04763165205916597
146	0.04746564670924518
147	0.04733799784873954
148	0.04730838479863499
149	0.04728941791470249
150	0.04726050147121142
151	0.04716804028462018
152	0.04713916484160752
153	0.04707994618728006
154	0.04704905847708032
155	0.04704738500807214
156	0.04698949908480378
157	0.04696524434979846
158	0.04693988442003298
159	0.04693395796775469
160	0.04688076804019179
161	0.04686515280344523
162	0.0466144132069272
163	0.0464803886225164
164	0.04639833471101035
165	0.04600994461855442
166	0.04595454528187048
167	0.04521294564852287
168	0.04478530760751784
169	0.04473299142285954
170	0.04455108688220651
171	0.04436332000976567
172	0.04399746009626102
173	0.04377132916515539
174	0.04348448216391054
175	0.0432886459161848
176	0.04320449832295862
177	0.04277473830008998
178	0.04264815305440996
179	0.04249781598955805
180	0.04244755317460034
181	0.0424103661277101
182	0.04218719644339294
183	0.04165088355937881
184	0.04137372476864701
185	0.04116302987473622
186	0.04113195736402776
187	0.0410028296254784
188	0.04080434753122186
189	0.0407950628313629
190	0.04059598343924187
191	0.04050926136159334
192	0.0404768825669943
193	0.04027606130924068
194	0.04015444163444777
195	0.0400440539199786
196	0.03986467242738749
197	0.03970911422813547
198	0.03965701372260483
199	0.03950854140907673
200	0.03946709089977102
201	0.03939049691553761
202	0.03937044055742762
203	0.03933324441709977
204	0.03929182706155497
205	0.03925087305746664
206	0.03905896142884662
207	0.03904121779336237
208	0.03903479445262304
209	0.03895282699299206
210	0.03881585958566025
211	0.03860302206347942
212	0.03860197007348229
213	0.03860035804563242
214	0.03856860855880243
215	0.03854852219404491
216	0.03851637803465155
217	0.03839249473769196
218	0.03807058231803325
219	0.03758865201285554
220	0.03739927886786484
221	0.03731267707120797
222	0.03694358032725367
223	0.03692205667646637
224	0.03683479568667204
225	0.03682733156729942
226	0.03681109647607287
227	0.03675475632301421
228	0.03673565470170989
229	0.03667820675707661
230	0.03665419689013248
231	0.0366450416340963
232	0.0366429025393119
233	0.03638302167411338
234	0.03624291243953236
235	0.0362098503732462
236	0.03620463702597695
237	0.03619387990516051
238	0.03610406241771026
239	0.03605911593288771
240	0.036013807360873
241	0.03587775790997926
242	0.0358771237749018
243	0.0358077724526528
244	0.03575843730543752
245	0.03551235348498188
246	0.03525470251373791
247	0.03523854398217063
248	0.03517920285340249
249	0.03517539719493349
250	0.03512777850745964
251	0.03512430203687945
252	0.03508552929334328
253	0.03508106885824929
254	0.03507758671788077
255	0.03507106010311271
256	0.03496361200319508
257	0.03477241167066784
258	0.03469837539233364
259	0.03469790534084752
260	0.03460401965688568
261	0.03458386671879162
262	0.03440178607788719
263	0.03431945856456922
264	0.03412661324515198
265	0.03411864202544444
266	0.03411828300379446
267	0.03390210048201195
268	0.03387895246629558
269	0.03385004191580006
270	0.03377629454718101
271	0.03366225603039675
272	0.03362253712909284
273	0.03353335698468722
274	0.03351667828039363
275	0.03351353180610519
276	0.03348910423957544
277	0.03346992734717911
278	0.03338128352548508
279	0.03331027198595619
280	0.03321654898309077
281	0.03314581373873064
282	0.03313227090809495
283	0.03313135152684257
284	0.03296188265012715
285	0.03294044594914478
286	0.03290346382645538
287	0.03284292928850226
288	0.03279134444410615
289	0.0326594309651483
290	0.03264600177148394
291	0.03261232656511466
292	0.0324969933852152
293	0.03246605700762473
294	0.03245529920545861
295	0.03242876157025074
296	0.0323868102803482
297	0.0323509963628235
298	0.03219940182110233
299	0.03211019158544943
300	0.03204615331777439
301	0.03196788794244469
302	0.03192315844745534
303	0.03183599431924901
304	0.03176667572821371
305	0.03174957056897964
306	0.03174523689703041
307	0.03172699121351109
308	0.03170501623460931
309	0.03167458165065507
310	0.03150488561452679
311	0.0314817445908136
312	0.03146613684902963
313	0.03144590079559201
314	0.03135887025252249
315	0.0313540683432509
316	0.0311775175292499
317	0.03117687597683716
318	0.03115936807552376
319	0.0311268013442134
320	0.03112373356979319
321	0.03112074238177505
322	0.03111830189359562
323	0.03111098527897992
324	0.03111071829396588
325	0.03110727375140194
326	0.03110622816759624
327	0.03109513134554749
328	0.03109047387878341
329	0.0310707460128627
330	0.03104260225340303
331	0.03102274172883511
332	0.03095157718680707
333	0.03087036155714008
334	0.03086673762675129
335	0.03085129592439248
336	0.03084056099468449
337	0.03081266026836413
338	0.03071052046105157
339	0.03069787478511365
340	0.03063623794825727
341	0.03062802957986529
342	0.03050645960495395
343	0.03046339180463963
344	0.03040182207425066
345	0.03033754451535775
346	0.03032959095440947
347	0.03019116285052102
348	0.03015797506729616
349	0.03015245463929824
350	0.03004606113079399
351	0.02999332430199913
352	0.02991794720259543
353	0.02984984843600605
354	0.02984064029924691
355	0.02979464202325123
356	0.02976547150263152
357	0.0297582825025767
358	0.02971957620702604
359	0.02959937822552782
360	0.02959822357596497
361	0.02956862461823031
362	0.02954888504975415
363	0.02954462398551545
364	0.02954375854738218
365	0.02950153449445879
366	0.02944298425777108
367	0.02943398397073936
368	0.02942702405055214
369	0.02942254512386789
370	0.02940873541774411
371	0.02940857697914382
372	0.02938217597829051
373	0.02938085393602131
374	0.02934462011665241
375	0.02934410131892879
376	0.02933345002238246
377	0.02933275985075252
378	0.02932456362495257
379	0.02931844862611147
380	0.02931120288967396
381	0.02930812125797836
382	0.02927639088306884
383	0.02927330272550113
384	0.02921313019839818
385	0.02919895966254624
386	0.02912639272851338
387	0.02905365520578296
388	0.02902078831709998
389	0.02898841366592925
390	0.0289498169436466
391	0.02887589929040252
392	0.02887335492513457
393	0.0287789522790992
394	0.0287559582770236
395	0.02875252883093932
396	0.02874758253000749
397	0.02874133769068376
398	0.0286960847407769
399	0.02867245349916973
400	0.02866040269821624
401	0.02864335807792409
402	0.02860825462054849
403	0.02855445389354854
404	0.02854852343872762
405	0.02848871883008695
406	0.02847202798396714
407	0.02840440802835962
408	0.02832217162661642
409	0.02830326196885215
410	0.02829933873549626
411	0.0282314665679353
412	0.02820553204588407
413	0.02819946991597648
414	0.02818964047721517
415	0.02814456364099419
416	0.02813921208603757
417	0.0281231993576008
418	0.02808007665854726
419	0.02807460326179732
420	0.02801947635429768
421	0.02800930929204877
422	0.02794001617635587
