iterations	rmse
423	0.02791924099045068
424	0.02780198771257323
425	0.02768742813577401
426	0.02759769445985016
427	0.02758325471069811
428	0.02748987373677954
429	0.02737355708997338
430	0.0273656353088365
431	0.02734117116761631
432	0.02730500524325559
433	0.0273037900453902
434	0.02729970142826517
435	0.02729690794653075
436	0.02728728015090455
437	0.02727882210915658
438	0.02723360368984725
439	0.02713642730134433
440	0.02711127795783679
441	0.02709826949808833
442	0.02708843960064847
443	0.02703447573545156
444	0.0270297295056245
445	0.02701253960582686
446	0.02695283275488015
447	0.02687312359080836
448	0.02687022627713585
449	0.02685225666786112
450	0.02684380453373612
451	0.02681291713730869
452	0.02676403622608792
453	0.02674631600751156
454	0.02672245906220116
455	0.02666557901315715
456	0.02665769924582884
457	0.02664588781330512
458	0.02663938060857609
459	0.02660059440416092
460	0.0265844303786437
461	0.02657844489083029
462	0.02656749571382236
463	0.02656280943207142
464	0.02656262818731748
465	0.026561411108686
466	0.0265558517579225
467	0.02655178614665598
468	0.02654832205576589
469	0.02654613395742128
470	0.0265399793550698
471	0.02651209210316073
472	0.02650748640661446
473	0.02649528576969454
474	0.02648953076536573
475	0.02647694223275032
476	0.02647149516231525
477	0.02646927950717675
478	0.02646518363887642
479	0.02646446797751737
480	0.0264548376719274
481	0.02644137923237803
482	0.02643966856003346
483	0.02643032867573573
484	0.02638152640732293
485	0.02637915406427527
486	0.02634546720586731
487	0.02634382381852681
488	0.02633914782968928
489	0.02633695345874881
490	0.02633595842492893
491	0.02631476132127024
492	0.02631128312699154
493	0.02628832501278247
494	0.02625482569091511
495	0.02622183464834744
496	0.02622065312555748
497	0.02619885538445299
498	0.02617825594438328
499	0.02612540667289916
500	0.02612355382295414
