iter	Passed	Remaining
1502	21801	1428757
1503	21816	1428730
1504	21832	1428812
1505	21845	1428722
1506	21859	1428690
1507	21874	1428660
1508	21888	1428669
1509	21904	1428704
1510	21920	1428776
1511	21934	1428764
1512	21948	1428724
1513	21962	1428666
1514	21975	1428559
1515	21988	1428448
1516	22000	1428269
1517	22013	1428149
1518	22029	1428241
1519	22045	1428315
1520	22059	1428262
1521	22074	1428258
1522	22088	1428212
1523	22101	1428125
1524	22113	1427959
1525	22127	1427920
1526	22142	1427940
1527	22157	1427929
1528	22172	1427933
1529	22187	1427948
1530	22200	1427862
1531	22213	1427735
1532	22230	1427910
1533	22246	1427983
1534	22261	1427993
1535	22277	1428094
1536	22291	1428034
1537	22305	1428009
1538	22319	1427967
1539	22333	1427924
1540	22348	1427936
1541	22362	1427853
1542	22375	1427785
1543	22389	1427676
1544	22404	1427744
1545	22419	1427761
1546	22434	1427780
1547	22449	1427755
1548	22463	1427718
1549	22476	1427629
1550	22491	1427614
1551	22505	1427591
1552	22517	1427446
1553	22531	1427370
1554	22548	1427501
1555	22565	1427632
1556	22580	1427703
1557	22594	1427650
1558	22611	1427761
1559	22623	1427629
1560	22639	1427696
1561	22653	1427639
1562	22667	1427585
1563	22680	1427463
1564	22697	1427612
1565	22711	1427587
1566	22727	1427626
1567	22741	1427614
1568	22755	1427539
1569	22770	1427609
1570	22784	1427539
1571	22797	1427395
1572	22810	1427340
1573	22824	1427270
1574	22837	1427193
1575	22853	1427228
1576	22867	1427171
1577	22880	1427091
1578	22896	1427184
1579	22909	1427029
1580	22923	1426998
1581	22937	1426962
1582	22953	1427033
1583	22967	1426989
1584	22980	1426914
1585	22995	1426883
1586	23007	1426746
1587	23021	1426715
1588	23034	1426566
1589	23048	1426557
1590	23062	1426479
1591	23078	1426578
1592	23093	1426579
1593	23109	1426657
1594	23125	1426751
1595	23137	1426586
1596	23152	1426611
1597	23166	1426572
1598	23182	1426610
1599	23195	1426528
1600	23207	1426371
1601	23223	1426416
1602	23240	1426550
1603	23254	1426503
1604	23269	1426521
1605	23282	1426450
1606	23298	1426544
1607	23317	1426752
1608	23333	1426831
1609	23348	1426887
1610	23364	1426956
1611	23380	1427017
1612	23396	1427112
1613	23412	1427154
1614	23429	1427321
1615	23447	1427526
1616	23465	1427702
1617	23481	1427789
1618	23499	1428008
1619	23517	1428175
1620	23533	1428258
1621	23549	1428320
1622	23567	1428531
1623	23587	1428843
1624	23604	1428982
1625	23621	1429120
1626	23639	1429308
1627	23655	1429394
1628	23672	1429490
1629	23689	1429629
1630	23707	1429856
1631	23723	1429936
1632	23740	1430064
1633	23755	1430097
1634	23770	1430082
1635	23786	1430136
1636	23803	1430271
1637	23822	1430518
1638	23841	1430807
1639	23859	1430960
1640	23875	1431070
1641	23893	1431224
1642	23911	1431437
1643	23927	1431493
1644	23945	1431690
1645	23961	1431768
1646	23977	1431873
1647	23995	1432052
1648	24012	1432178
1649	24029	1432288
1650	24047	1432506
1651	24066	1432757
1652	24087	1433087
1653	24106	1433344
1654	24122	1433427
1655	24144	1433827
1656	24163	1434091
1657	24182	1434364
1658	24202	1434643
1659	24218	1434723
1660	24235	1434861
1661	24252	1434993
1662	24269	1435131
1663	24286	1435234
1664	24304	1435408
1665	24321	1435557
1666	24340	1435772
1667	24355	1435817
1668	24374	1436051
1669	24393	1436272
1670	24408	1436284
1671	24425	1436408
1672	24444	1436667
1673	24465	1437036
1674	24480	1437040
1675	24497	1437138
1676	24517	1437484
1677	24534	1437577
1678	24551	1437696
1679	24569	1437883
1680	24586	1438049
1681	24603	1438124
1682	24619	1438213
1683	24636	1438324
1684	24652	1438405
1685	24669	1438518
1686	24686	1438674
1687	24698	1438464
1688	24711	1438361
1689	24723	1438177
1690	24737	1438141
1691	24751	1438085
1692	24764	1437985
1693	24778	1437963
1694	24792	1437903
1695	24804	1437730
1696	24819	1437706
1697	24832	1437596
1698	24845	1437539
1699	24859	1437483
1700	24874	1437467
1701	24888	1437444
1702	24903	1437452
1703	24920	1437548
1704	24935	1437535
1705	24947	1437402
1706	24962	1437413
1707	24978	1437434
1708	24992	1437416
1709	25007	1437394
1710	25023	1437468
1711	25037	1437450
1712	25052	1437441
1713	25067	1437423
1714	25081	1437422
1715	25095	1437336
1716	25110	1437333
1717	25126	1437438
1718	25142	1437483
1719	25157	1437497
1720	25172	1437468
1721	25187	1437496
1722	25201	1437455
1723	25215	1437386
1724	25229	1437333
1725	25244	1437384
1726	25259	1437349
1727	25274	1437360
1728	25290	1437410
1729	25307	1437542
1730	25322	1437560
1731	25336	1437507
1732	25351	1437499
1733	25365	1437446
1734	25378	1437348
1735	25391	1437262
1736	25406	1437281
1737	25422	1437305
1738	25437	1437324
1739	25453	1437372
1740	25466	1437285
1741	25481	1437267
1742	25497	1437363
1743	25510	1437253
1744	25522	1437098
1745	25538	1437137
1746	25552	1437075
1747	25566	1437044
1748	25579	1436944
1749	25593	1436901
1750	25607	1436854
1751	25622	1436842
1752	25634	1436708
1753	25650	1436724
1754	25665	1436751
1755	25682	1436851
1756	25698	1436952
1757	25713	1436915
1758	25728	1436931
1759	25740	1436765
1760	25756	1436875
1761	25770	1436794
1762	25783	1436719
1763	25796	1436581
1764	25809	1436461
1765	25825	1436536
1766	25839	1436513
1767	25854	1436482
1768	25869	1436488
1769	25884	1436494
1770	25897	1436392
1771	25912	1436417
1772	25927	1436433
1773	25940	1436320
1774	25953	1436226
1775	25969	1436254
1776	25984	1436264
1777	25999	1436277
1778	26013	1436262
1779	26029	1436279
1780	26044	1436321
1781	26058	1436272
1782	26073	1436256
1783	26088	1436286
1784	26102	1436244
1785	26117	1436228
1786	26131	1436202
1787	26146	1436210
1788	26160	1436161
1789	26177	1436228
1790	26192	1436261
1791	26208	1436318
1792	26223	1436313
1793	26237	1436291
1794	26252	1436268
1795	26266	1436228
1796	26282	1436281
1797	26297	1436291
1798	26309	1436160
1799	26324	1436161
1800	26338	1436097
1801	26354	1436133
1802	26369	1436162
1803	26384	1436193
1804	26400	1436242
1805	26415	1436241
1806	26430	1436231
1807	26443	1436115
1808	26458	1436172
1809	26472	1436114
1810	26488	1436167
1811	26502	1436108
1812	26517	1436107
1813	26531	1436058
1814	26546	1436057
1815	26560	1436045
1816	26576	1436090
1817	26588	1435949
1818	26603	1435920
1819	26618	1435912
1820	26631	1435860
1821	26647	1435918
1822	26661	1435855
1823	26676	1435847
1824	26691	1435853
1825	26705	1435826
1826	26720	1435809
1827	26734	1435776
1828	26748	1435738
1829	26762	1435662
1830	26776	1435618
1831	26790	1435599
1832	26804	1435500
1833	26817	1435407
1834	26830	1435331
1835	26846	1435362
1836	26860	1435330
1837	26874	1435266
1838	26887	1435192
1839	26902	1435189
1840	26919	1435315
1841	26934	1435311
1842	26948	1435246
1843	26963	1435289
1844	26977	1435225
1845	26992	1435197
1846	27007	1435218
1847	27022	1435243
1848	27036	1435199
1849	27049	1435105
1850	27064	1435065
1851	27078	1435069
1852	27091	1434961
1853	27105	1434869
1854	27120	1434887
1855	27136	1434942
1856	27151	1434966
1857	27166	1434951
1858	27182	1435022
1859	27197	1435019
1860	27212	1435061
1861	27224	1434902
1862	27241	1434995
1863	27255	1434954
1864	27269	1434877
1865	27282	1434821
1866	27299	1434903
1867	27316	1435011
1868	27331	1435052
1869	27347	1435097
1870	27360	1434982
1871	27373	1434902
1872	27388	1434867
1873	27403	1434888
1874	27416	1434822
1875	27433	1434893
1876	27448	1434894
1877	27462	1434864
1878	27476	1434812
1879	27491	1434804
1880	27508	1434918
1881	27522	1434882
1882	27535	1434807
1883	27550	1434786
1884	27564	1434762
1885	27579	1434764
1886	27593	1434688
1887	27609	1434746
1888	27625	1434807
1889	27641	1434864
1890	27657	1434916
1891	27673	1434996
1892	27690	1435105
1893	27708	1435267
1894	27725	1435373
1895	27742	1435462
1896	27758	1435519
1897	27774	1435573
1898	27792	1435716
1899	27810	1435911
1900	27826	1435947
1901	27842	1436033
1902	27860	1436181
1903	27878	1436326
1904	27895	1436450
1905	27912	1436519
1906	27929	1436652
1907	27946	1436761
1908	27963	1436882
1909	27979	1436922
1910	28000	1437214
1911	28018	1437361
1912	28033	1437399
1913	28049	1437436
1914	28064	1437466
1915	28079	1437448
1916	28098	1437666
1917	28116	1437796
1918	28133	1437900
1919	28149	1437975
1920	28165	1438042
1921	28182	1438106
1922	28197	1438123
1923	28212	1438156
1924	28227	1438138
1925	28245	1438277
1926	28263	1438447
1927	28279	1438514
1928	28296	1438628
1929	28311	1438629
1930	28325	1438540
1931	28339	1438491
1932	28355	1438546
1933	28370	1438543
1934	28386	1438631
1935	28401	1438593
1936	28414	1438539
1937	28430	1438563
1938	28445	1438565
1939	28460	1438560
1940	28472	1438426
1941	28492	1438688
1942	28508	1438732
1943	28522	1438686
1944	28535	1438581
1945	28550	1438570
1946	28562	1438435
1947	28575	1438328
1948	28589	1438272
1949	28602	1438184
1950	28617	1438192
1951	28632	1438176
1952	28647	1438177
1953	28660	1438108
1954	28675	1438090
1955	28689	1438056
1956	28703	1438022
1957	28718	1437994
1958	28730	1437882
1959	28748	1437996
1960	28760	1437883
1961	28774	1437827
1962	28798	1438247
1963	28813	1438252
1964	28829	1438344
1965	28844	1438315
1966	28861	1438422
1967	28875	1438390
1968	28893	1438540
1969	28910	1438630
1970	28924	1438576
1971	28938	1438511
1972	28954	1438559
1973	28968	1438548
1974	28982	1438487
1975	28995	1438391
1976	29010	1438408
1977	29023	1438311
1978	29038	1438289
1979	29053	1438282
1980	29067	1438254
1981	29080	1438172
1982	29094	1438102
1983	29109	1438083
1984	29123	1438062
1985	29137	1438028
1986	29152	1438031
1987	29166	1437976
1988	29182	1438016
1989	29196	1437976
1990	29210	1437894
1991	29225	1437894
1992	29238	1437842
1993	29252	1437771
1994	29267	1437794
1995	29281	1437712
1996	29293	1437604
1997	29309	1437623
1998	29323	1437603
1999	29338	1437596
2000	29355	1437668
2001	29372	1437775
2002	29385	1437696
2003	29402	1437770
2004	29414	1437665
2005	29429	1437660
2006	29444	1437622
2007	29457	1437544
2008	29471	1437496
2009	29485	1437464
2010	29498	1437364
2011	29513	1437381
2012	29527	1437311
2013	29540	1437218
2014	29556	1437271
2015	29570	1437231
2016	29582	1437088
2017	29598	1437113
2018	29613	1437114
2019	29626	1437007
2020	29640	1436962
2021	29656	1437021
2022	29669	1436942
2023	29684	1436921
2024	29699	1436945
2025	29713	1436901
2026	29728	1436894
2027	29742	1436855
2028	29757	1436837
2029	29770	1436736
2030	29785	1436751
2031	29800	1436769
2032	29815	1436770
2033	29830	1436746
2034	29843	1436683
2035	29858	1436670
2036	29875	1436744
2037	29887	1436630
2038	29900	1436539
2039	29914	1436464
2040	29928	1436451
2041	29943	1436440
2042	29958	1436416
2043	29973	1436417
2044	29988	1436421
2045	30001	1436362
2046	30015	1436302
2047	30028	1436217
2048	30044	1436232
2049	30062	1436408
2050	30076	1436374
2051	30089	1436241
2052	30103	1436232
2053	30117	1436163
2054	30132	1436150
2055	30144	1436021
2056	30159	1436007
2057	30172	1435958
2058	30187	1435944
2059	30201	1435870
2060	30214	1435809
2061	30227	1435719
2062	30243	1435756
2063	30258	1435747
2064	30271	1435638
2065	30283	1435542
2066	30299	1435561
2067	30314	1435562
2068	30329	1435574
2069	30344	1435556
2070	30357	1435463
2071	30369	1435349
2072	30385	1435365
2073	30397	1435235
2074	30412	1435266
2075	30428	1435275
2076	30442	1435266
2077	30457	1435272
2078	30473	1435306
2079	30487	1435250
2080	30502	1435273
2081	30517	1435262
2082	30532	1435257
2083	30547	1435242
2084	30562	1435282
2085	30578	1435291
2086	30592	1435269
2087	30606	1435219
2088	30621	1435206
2089	30635	1435186
2090	30650	1435176
2091	30664	1435140
2092	30679	1435127
2093	30693	1435106
2094	30709	1435149
2095	30725	1435173
2096	30739	1435129
2097	30752	1435063
2098	30768	1435104
2099	30784	1435130
2100	30799	1435131
2101	30814	1435136
2102	30828	1435106
2103	30844	1435166
2104	30859	1435165
2105	30873	1435109
2106	30888	1435113
2107	30902	1435065
2108	30916	1435031
2109	30930	1434982
2110	30944	1434940
2111	30959	1434937
2112	30973	1434864
2113	30986	1434811
2114	31002	1434818
2115	31016	1434796
2116	31032	1434817
2117	31046	1434789
2118	31063	1434867
2119	31078	1434895
2120	31093	1434883
2121	31108	1434900
2122	31124	1434943
2123	31139	1434932
2124	31152	1434854
2125	31166	1434787
2126	31180	1434773
2127	31195	1434778
2128	31210	1434744
2129	31225	1434771
2130	31240	1434775
2131	31254	1434718
2132	31270	1434759
2133	31287	1434865
2134	31302	1434855
2135	31316	1434820
2136	31330	1434786
2137	31343	1434666
2138	31356	1434608
2139	31369	1434517
2140	31384	1434510
2141	31399	1434488
2142	31414	1434476
2143	31430	1434565
2144	31445	1434524
2145	31462	1434625
2146	31477	1434657
2147	31492	1434623
2148	31508	1434698
2149	31521	1434612
2150	31533	1434479
2151	31549	1434488
2152	31564	1434505
2153	31580	1434550
2154	31597	1434640
2155	31612	1434637
2156	31627	1434627
2157	31641	1434578
2158	31655	1434537
2159	31670	1434559
2160	31685	1434569
2161	31701	1434589
2162	31716	1434590
2163	31730	1434573
2164	31744	1434513
2165	31757	1434444
2166	31772	1434422
2167	31787	1434424
2168	31803	1434462
2169	31817	1434441
2170	31832	1434440
2171	31847	1434410
2172	31860	1434353
2173	31873	1434256
2174	31888	1434268
2175	31904	1434309
2176	31919	1434315
2177	31934	1434303
2178	31949	1434311
2179	31964	1434288
2180	31978	1434234
2181	31992	1434221
2182	32008	1434234
2183	32023	1434247
2184	32040	1434337
2185	32055	1434326
2186	32070	1434334
2187	32085	1434353
2188	32099	1434305
2189	32115	1434358
2190	32129	1434305
2191	32143	1434250
2192	32158	1434243
2193	32172	1434219
2194	32186	1434152
2195	32200	1434125
2196	32216	1434153
2197	32232	1434232
2198	32250	1434364
2199	32266	1434373
2200	32281	1434401
2201	32297	1434433
2202	32312	1434445
2203	32327	1434426
2204	32341	1434399
2205	32355	1434347
2206	32369	1434308
2207	32384	1434286
2208	32396	1434154
2209	32411	1434185
2210	32427	1434198
2211	32440	1434122
2212	32452	1433983
2213	32467	1433997
2214	32480	1433906
2215	32496	1433945
2216	32511	1433946
2217	32523	1433836
2218	32536	1433722
2219	32550	1433706
2220	32564	1433664
2221	32580	1433667
2222	32593	1433595
2223	32608	1433609
2224	32623	1433606
2225	32639	1433631
2226	32653	1433583
2227	32666	1433502
2228	32680	1433475
2229	32694	1433446
2230	32709	1433445
2231	32725	1433467
2232	32738	1433380
2233	32753	1433388
2234	32766	1433317
2235	32781	1433292
2236	32796	1433308
2237	32812	1433337
2238	32826	1433286
2239	32843	1433395
2240	32855	1433258
2241	32869	1433215
2242	32883	1433145
2243	32896	1433086
2244	32911	1433067
2245	32925	1433034
2246	32939	1432977
2247	32955	1433020
2248	32969	1432976
2249	32994	1433411
2250	33008	1433397
2251	33022	1433352
2252	33037	1433359
2253	33052	1433330
2254	33068	1433371
2255	33083	1433404
2256	33098	1433365
2257	33112	1433318
2258	33125	1433267
2259	33140	1433256
2260	33156	1433274
2261	33170	1433272
2262	33185	1433259
2263	33201	1433308
2264	33216	1433304
2265	33232	1433329
2266	33247	1433342
2267	33260	1433234
2268	33274	1433226
2269	33292	1433328
2270	33305	1433264
2271	33319	1433217
2272	33337	1433350
2273	33353	1433392
2274	33370	1433451
2275	33387	1433545
2276	33403	1433580
2277	33418	1433591
2278	33431	1433502
2279	33446	1433520
2280	33460	1433480
2281	33476	1433491
2282	33491	1433496
2283	33506	1433495
2284	33519	1433438
2285	33535	1433476
2286	33551	1433503
2287	33565	1433475
2288	33580	1433470
2289	33593	1433386
2290	33609	1433405
2291	33625	1433470
2292	33640	1433476
2293	33656	1433502
2294	33672	1433540
2295	33685	1433443
2296	33700	1433452
2297	33714	1433412
2298	33727	1433338
2299	33742	1433304
2300	33756	1433291
2301	33777	1433548
2302	33794	1433623
2303	33809	1433635
2304	33824	1433627
2305	33840	1433636
2306	33854	1433605
2307	33870	1433649
2308	33882	1433542
2309	33896	1433504
2310	33909	1433383
2311	33922	1433323
2312	33936	1433281
2313	33956	1433497
2314	33974	1433594
2315	33989	1433622
2316	34004	1433615
2317	34020	1433649
2318	34035	1433643
2319	34050	1433638
2320	34065	1433648
2321	34079	1433603
2322	34094	1433581
2323	34108	1433552
2324	34122	1433517
2325	34137	1433509
2326	34150	1433446
2327	34165	1433443
2328	34182	1433502
2329	34196	1433467
2330	34211	1433469
2331	34226	1433454
2332	34240	1433415
2333	34252	1433294
2334	34269	1433355
2335	34284	1433356
2336	34299	1433362
2337	34312	1433307
2338	34327	1433303
2339	34343	1433316
2340	34357	1433276
2341	34372	1433298
2342	34389	1433359
2343	34403	1433329
2344	34418	1433324
2345	34432	1433268
2346	34446	1433215
2347	34462	1433264
2348	34477	1433258
2349	34492	1433278
2350	34506	1433245
2351	34521	1433213
2352	34534	1433148
2353	34549	1433154
2354	34564	1433157
2355	34579	1433153
2356	34594	1433143
2357	34609	1433151
2358	34625	1433165
2359	34641	1433200
2360	34655	1433158
2361	34670	1433185
2362	34685	1433177
2363	34699	1433145
2364	34713	1433107
2365	34727	1433064
2366	34744	1433113
2367	34757	1433024
2368	34774	1433138
2369	34787	1433041
2370	34804	1433133
2371	34822	1433230
2372	34838	1433275
2373	34854	1433325
2374	34869	1433336
2375	34884	1433317
2376	34900	1433346
2377	34920	1433540
2378	34935	1433560
2379	34952	1433623
2380	34965	1433547
2381	34978	1433468
2382	34994	1433495
2383	35010	1433536
2384	35025	1433564
2385	35041	1433590
2386	35057	1433647
2387	35074	1433700
2388	35087	1433639
2389	35103	1433651
2390	35116	1433573
2391	35130	1433537
2392	35145	1433515
2393	35158	1433457
2394	35173	1433454
2395	35191	1433568
2396	35206	1433554
2397	35222	1433618
2398	35236	1433562
2399	35252	1433584
2400	35266	1433565
2401	35283	1433650
2402	35299	1433680
2403	35313	1433650
2404	35328	1433634
2405	35343	1433636
2406	35358	1433614
2407	35373	1433613
2408	35386	1433532
2409	35402	1433569
2410	35417	1433596
2411	35435	1433682
2412	35451	1433721
2413	35466	1433748
2414	35482	1433764
2415	35497	1433759
2416	35509	1433663
2417	35525	1433701
2418	35542	1433748
2419	35558	1433791
2420	35574	1433824
2421	35587	1433767
2422	35605	1433873
2423	35620	1433861
2424	35634	1433822
2425	35651	1433907
2426	35667	1433945
2427	35681	1433915
2428	35697	1433960
2429	35713	1433960
2430	35726	1433903
2431	35739	1433821
2432	35754	1433797
2433	35769	1433819
2434	35785	1433829
2435	35800	1433845
2436	35814	1433806
2437	35830	1433822
2438	35845	1433839
2439	35859	1433796
2440	35872	1433712
2441	35884	1433604
2442	35900	1433606
2443	35916	1433670
2444	35933	1433729
2445	35949	1433773
2446	35963	1433721
2447	35979	1433774
2448	35995	1433808
2449	36012	1433867
2450	36028	1433916
2451	36043	1433912
2452	36058	1433903
2453	36071	1433828
2454	36086	1433850
2455	36102	1433880
2456	36118	1433896
2457	36133	1433899
2458	36148	1433906
2459	36165	1433969
2460	36180	1433981
2461	36195	1433975
2462	36210	1433982
2463	36228	1434100
2464	36245	1434143
2465	36260	1434173
2466	36275	1434140
2467	36290	1434169
2468	36306	1434193
2469	36322	1434239
2470	36338	1434256
2471	36351	1434196
2472	36367	1434227
2473	36383	1434251
2474	36399	1434282
2475	36414	1434271
2476	36429	1434283
2477	36442	1434209
2478	36457	1434192
2479	36472	1434187
2480	36487	1434171
2481	36501	1434129
2482	36515	1434109
2483	36528	1434041
2484	36542	1433992
2485	36556	1433935
2486	36571	1433925
2487	36587	1433986
2488	36603	1433998
2489	36619	1434037
2490	36635	1434096
2491	36651	1434099
2492	36669	1434211
2493	36686	1434297
2494	36708	1434575
2495	36729	1434819
2496	36747	1434937
2497	36768	1435137
2498	36784	1435202
2499	36804	1435367
2500	36820	1435393
2501	36837	1435469
2502	36849	1435361
2503	36864	1435361
2504	36877	1435283
2505	36893	1435295
2506	36908	1435307
2507	36923	1435316
2508	36939	1435359
2509	36954	1435348
2510	36971	1435415
2511	36988	1435465
2512	37002	1435437
2513	37019	1435499
2514	37036	1435581
2515	37051	1435571
2516	37066	1435574
2517	37082	1435603
2518	37098	1435629
2519	37113	1435637
2520	37130	1435700
2521	37144	1435681
2522	37157	1435599
2523	37171	1435554
2524	37187	1435600
2525	37203	1435629
2526	37219	1435646
2527	37234	1435631
2528	37253	1435795
2529	37273	1435988
2530	37287	1435941
2531	37299	1435832
2532	37314	1435817
2533	37329	1435812
2534	37345	1435854
2535	37361	1435868
2536	37376	1435861
2537	37389	1435807
2538	37404	1435794
2539	37418	1435761
2540	37432	1435721
2541	37446	1435682
2542	37461	1435659
2543	37474	1435585
2544	37489	1435565
2545	37504	1435563
2546	37518	1435524
2547	37535	1435606
2548	37550	1435599
2549	37564	1435563
2550	37579	1435551
2551	37593	1435522
2552	37608	1435490
2553	37623	1435509
2554	37639	1435533
2555	37656	1435609
2556	37673	1435683
2557	37690	1435748
2558	37705	1435735
2559	37722	1435818
2560	37737	1435812
2561	37752	1435792
2562	37767	1435780
2563	37781	1435769
2564	37795	1435728
2565	37810	1435709
2566	37827	1435780
2567	37841	1435732
2568	37857	1435764
2569	37873	1435791
2570	37893	1435982
2571	37912	1436135
2572	37929	1436199
2573	37946	1436279
2574	37962	1436290
2575	37977	1436319
2576	37996	1436434
2577	38011	1436444
2578	38026	1436450
2579	38043	1436509
2580	38057	1436476
2581	38072	1436458
2582	38089	1436542
2583	38105	1436583
2584	38121	1436581
2585	38137	1436632
2586	38153	1436675
2587	38169	1436692
2588	38185	1436716
2589	38199	1436702
2590	38215	1436714
2591	38232	1436785
2592	38246	1436736
2593	38260	1436693
2594	38277	1436754
2595	38293	1436791
2596	38308	1436796
2597	38324	1436817
2598	38339	1436830
2599	38356	1436883
2600	38371	1436883
2601	38386	1436877
2602	38403	1436950
2603	38419	1436966
2604	38433	1436957
2605	38452	1437070
2606	38468	1437109
2607	38481	1437043
2608	38498	1437092
2609	38513	1437088
2610	38526	1437036
2611	38541	1437009
2612	38556	1437021
2613	38571	1436999
2614	38588	1437052
2615	38602	1437045
2616	38617	1437040
2617	38633	1437051
2618	38649	1437077
2619	38663	1437030
2620	38677	1436982
2621	38691	1436947
2622	38707	1436987
2623	38723	1437019
2624	38738	1437000
2625	38752	1436972
2626	38768	1436987
2627	38783	1436994
2628	38797	1436971
2629	38813	1437001
2630	38829	1437010
2631	38844	1437000
2632	38860	1437049
2633	38874	1436991
2634	38890	1437022
2635	38906	1437043
2636	38923	1437122
2637	38937	1437092
2638	38952	1437088
2639	38968	1437103
2640	38984	1437136
2641	38999	1437154
2642	39016	1437205
2643	39034	1437295
2644	39052	1437408
2645	39069	1437487
2646	39084	1437485
2647	39098	1437432
2648	39113	1437433
2649	39127	1437372
2650	39142	1437366
2651	39157	1437376
2652	39173	1437414
2653	39189	1437439
2654	39206	1437481
2655	39221	1437505
2656	39237	1437504
2657	39252	1437517
2658	39266	1437475
2659	39282	1437517
2660	39297	1437509
2661	39313	1437513
2662	39329	1437553
2663	39344	1437562
2664	39359	1437560
2665	39374	1437526
2666	39387	1437463
2667	39401	1437418
2668	39415	1437391
2669	39430	1437351
2670	39446	1437394
2671	39459	1437302
2672	39474	1437324
2673	39489	1437293
2674	39504	1437285
2675	39519	1437302
2676	39536	1437342
2677	39551	1437340
2678	39565	1437303
2679	39580	1437303
2680	39594	1437266
2681	39610	1437294
2682	39626	1437314
2683	39640	1437276
2684	39654	1437245
2685	39669	1437242
2686	39684	1437211
2687	39700	1437252
2688	39715	1437235
2689	39729	1437203
2690	39748	1437356
2691	39765	1437407
2692	39778	1437343
2693	39793	1437319
2694	39808	1437320
2695	39823	1437321
2696	39838	1437288
2697	39854	1437324
2698	39869	1437310
2699	39883	1437274
2700	39897	1437223
2701	39914	1437293
2702	39930	1437336
2703	39944	1437289
2704	39959	1437280
2705	39972	1437203
2706	39986	1437150
2707	40001	1437167
2708	40017	1437180
2709	40032	1437197
2710	40046	1437152
2711	40062	1437182
2712	40079	1437249
2713	40095	1437267
2714	40110	1437244
2715	40125	1437247
2716	40140	1437251
2717	40154	1437203
2718	40169	1437176
2719	40183	1437161
2720	40197	1437114
2721	40213	1437144
2722	40228	1437136
2723	40241	1437059
2724	40256	1437045
2725	40274	1437146
2726	40290	1437171
2727	40303	1437113
2728	40318	1437100
2729	40332	1437043
2730	40346	1437004
2731	40361	1437010
2732	40375	1436970
2733	40391	1436981
2734	40406	1436961
2735	40421	1436958
2736	40436	1436971
2737	40453	1437017
2738	40467	1436995
2739	40482	1436996
2740	40498	1437008
2741	40515	1437059
2742	40528	1436980
2743	40540	1436882
2744	40554	1436849
2745	40571	1436892
2746	40586	1436910
2747	40601	1436887
2748	40616	1436898
2749	40633	1436931
2750	40650	1436996
2751	40667	1437079
2752	40682	1437074
2753	40698	1437091
2754	40713	1437093
2755	40729	1437120
2756	40744	1437119
2757	40762	1437223
2758	40777	1437220
2759	40791	1437173
2760	40805	1437123
2761	40823	1437209
2762	40836	1437122
2763	40851	1437123
2764	40866	1437127
2765	40886	1437288
2766	40902	1437331
2767	40916	1437281
2768	40931	1437290
2769	40947	1437293
2770	40962	1437291
2771	40976	1437269
2772	40991	1437252
2773	41006	1437249
2774	41023	1437312
2775	41039	1437317
2776	41054	1437336
2777	41069	1437298
2778	41085	1437343
2779	41100	1437341
2780	41114	1437308
2781	41129	1437283
2782	41144	1437262
2783	41158	1437226
2784	41171	1437147
2785	41185	1437103
2786	41200	1437120
2787	41216	1437137
2788	41231	1437127
2789	41245	1437085
2790	41262	1437143
2791	41278	1437169
2792	41293	1437175
2793	41308	1437157
2794	41322	1437136
2795	41336	1437085
2796	41353	1437142
2797	41367	1437094
2798	41382	1437083
2799	41395	1436998
2800	41407	1436914
2801	41424	1436960
2802	41437	1436896
2803	41452	1436890
2804	41468	1436919
2805	41484	1436942
2806	41501	1437007
2807	41518	1437055
2808	41535	1437107
2809	41549	1437069
2810	41563	1437046
2811	41579	1437058
2812	41595	1437083
2813	41612	1437142
2814	41627	1437129
2815	41640	1437063
2816	41653	1437005
2817	41669	1437036
2818	41681	1436921
2819	41697	1436940
2820	41712	1436940
2821	41728	1436948
2822	41743	1436941
2823	41759	1436983
2824	41775	1436998
2825	41790	1436994
2826	41807	1437044
2827	41823	1437072
2828	41838	1437069
2829	41853	1437064
2830	41868	1437055
2831	41882	1437025
2832	41896	1436991
2833	41911	1436961
2834	41925	1436937
2835	41941	1436965
2836	41955	1436920
2837	41970	1436901
2838	41984	1436870
2839	41999	1436856
2840	42012	1436767
2841	42027	1436786
2842	42044	1436819
2843	42060	1436844
2844	42075	1436853
2845	42089	1436817
2846	42105	1436825
2847	42121	1436867
2848	42136	1436867
2849	42151	1436855
2850	42166	1436844
2851	42180	1436813
2852	42195	1436777
2853	42210	1436771
2854	42227	1436855
2855	42243	1436857
2856	42256	1436796
2857	42272	1436807
2858	42286	1436772
2859	42300	1436737
2860	42314	1436699
2861	42328	1436654
2862	42343	1436652
2863	42359	1436669
2864	42374	1436659
2865	42389	1436673
2866	42405	1436670
2867	42421	1436709
2868	42436	1436700
2869	42449	1436636
2870	42464	1436609
2871	42479	1436601
2872	42495	1436644
2873	42511	1436662
2874	42528	1436734
2875	42545	1436775
2876	42559	1436735
2877	42574	1436723
2878	42590	1436768
2879	42605	1436767
2880	42619	1436711
2881	42635	1436726
2882	42647	1436623
2883	42662	1436611
2884	42675	1436536
2885	42688	1436466
2886	42704	1436481
2887	42719	1436501
2888	42735	1436504
2889	42750	1436506
2890	42767	1436558
2891	42783	1436580
2892	42797	1436556
2893	42814	1436592
2894	42830	1436627
2895	42842	1436531
2896	42859	1436590
2897	42872	1436498
2898	42886	1436471
2899	42904	1436557
