iter	Passed	Remaining
361	5396	1485304
362	5418	1487379
363	5452	1492510
364	5468	1492699
365	5482	1492394
366	5496	1492109
367	5511	1492252
368	5523	1491241
369	5538	1491279
370	5550	1490498
371	5563	1489992
372	5578	1490003
373	5592	1489701
374	5606	1489537
375	5620	1489111
376	5635	1489155
377	5651	1489507
378	5666	1489508
379	5680	1489097
380	5692	1488328
381	5705	1487831
382	5717	1486981
383	5731	1486810
384	5742	1485925
385	5757	1485866
386	5769	1485117
387	5786	1485597
388	5803	1486054
389	5816	1485718
390	5831	1485596
391	5846	1485646
392	5861	1485645
393	5875	1485476
394	5888	1484837
395	5903	1484947
396	5918	1484764
397	5929	1483985
398	5942	1483452
399	5955	1482922
400	5968	1482337
401	5982	1482145
402	5997	1482302
403	6012	1482264
404	6024	1481538
405	6039	1481507
406	6053	1481170
407	6067	1480956
408	6080	1480542
409	6095	1480551
410	6110	1480543
411	6123	1480266
412	6138	1480172
413	6153	1480206
414	6168	1480233
415	6182	1479901
416	6196	1479729
417	6211	1479751
418	6229	1480637
419	6244	1480576
420	6259	1480469
421	6273	1480384
422	6288	1480446
423	6304	1480529
424	6319	1480691
425	6333	1480437
426	6348	1480459
427	6362	1480182
428	6376	1479963
429	6390	1479778
430	6405	1479826
431	6419	1479680
432	6433	1479413
433	6447	1479259
434	6464	1479677
435	6476	1478903
436	6490	1478842
437	6505	1478667
438	6518	1478434
439	6532	1478026
440	6544	1477539
441	6558	1477334
442	6572	1477154
443	6586	1476857
444	6600	1476616
445	6612	1476041
446	6627	1475963
447	6642	1476089
448	6655	1475717
449	6667	1475016
450	6680	1474617
451	6693	1474192
452	6705	1473560
453	6719	1473352
454	6734	1473369
455	6750	1473676
456	6765	1473712
457	6777	1473064
458	6791	1472800
459	6804	1472457
460	6818	1472155
461	6830	1471566
462	6844	1471398
463	6858	1471251
464	6871	1470806
465	6885	1470593
466	6896	1469957
467	6910	1469772
468	6924	1469604
469	6938	1469391
470	6951	1468970
471	6965	1468786
472	6979	1468496
473	6991	1467966
474	7005	1467862
475	7017	1467278
476	7029	1466610
477	7045	1466835
478	7059	1466642
479	7072	1466398
480	7089	1466721
481	7102	1466370
482	7117	1466469
483	7130	1466093
484	7145	1466063
485	7159	1466045
486	7174	1466095
487	7189	1465996
488	7202	1465708
489	7217	1465837
490	7232	1465728
491	7245	1465318
492	7257	1464868
493	7271	1464642
494	7284	1464311
495	7297	1464037
496	7310	1463633
497	7323	1463185
498	7337	1463143
499	7350	1462795
500	7363	1462463
501	7379	1462670
502	7392	1462352
503	7407	1462306
504	7420	1461958
505	7433	1461725
506	7446	1461306
507	7459	1460939
508	7471	1460351
509	7482	1459709
510	7496	1459443
511	7510	1459381
512	7525	1459345
513	7539	1459266
514	7554	1459400
515	7568	1459191
516	7581	1458954
517	7596	1458878
518	7611	1458936
519	7624	1458585
520	7637	1458282
521	7653	1458474
522	7669	1458707
523	7683	1458549
524	7697	1458438
525	7710	1458187
526	7724	1458003
527	7738	1457924
528	7752	1457780
529	7763	1457113
530	7778	1457037
531	7792	1456886
532	7804	1456391
533	7817	1456146
534	7832	1456116
535	7843	1455541
536	7857	1455434
537	7869	1454874
538	7882	1454632
539	7895	1454300
540	7908	1453999
541	7924	1454210
542	7940	1454343
543	7953	1454095
544	7966	1453867
545	7980	1453673
546	7993	1453371
547	8004	1452692
548	8017	1452346
549	8034	1452766
550	8049	1452778
551	8062	1452491
552	8077	1452592
553	8091	1452388
554	8105	1452343
555	8121	1452609
556	8137	1452853
557	8151	1452707
558	8165	1452549
559	8176	1451996
560	8191	1452012
561	8205	1451802
562	8220	1451855
563	8234	1451847
564	8247	1451562
565	8261	1451306
566	8276	1451372
567	8288	1450981
568	8300	1450458
569	8316	1450651
570	8330	1450621
571	8343	1450373
572	8357	1450227
573	8371	1450096
574	8385	1449942
575	8398	1449629
576	8411	1449413
577	8424	1449077
578	8438	1448984
579	8451	1448620
580	8465	1448581
581	8479	1448397
582	8492	1448269
583	8508	1448400
584	8521	1448168
585	8533	1447683
586	8548	1447761
587	8559	1447218
588	8576	1447574
589	8590	1447434
590	8604	1447310
591	8619	1447340
592	8632	1447034
593	8645	1446874
594	8659	1446701
595	8672	1446398
596	8685	1446123
597	8698	1445834
598	8713	1445918
599	8728	1446025
600	8743	1446135
601	8759	1446296
602	8775	1446566
603	8787	1446068
604	8801	1445999
605	8816	1446030
606	8831	1446133
607	8846	1446136
608	8860	1446003
609	8875	1446077
610	8888	1445831
611	8902	1445685
612	8916	1445675
613	8929	1445444
614	8945	1445549
615	8958	1445375
616	8973	1445478
617	8988	1445469
618	9003	1445519
619	9022	1446151
620	9038	1446367
621	9051	1446191
622	9065	1446118
623	9079	1445891
624	9093	1445908
625	9108	1445882
626	9123	1445919
627	9138	1446066
628	9153	1446144
629	9166	1445861
630	9179	1445646
631	9193	1445449
632	9207	1445323
633	9221	1445208
634	9235	1445244
635	9256	1446179
636	9272	1446400
637	9287	1446403
638	9301	1446288
639	9315	1446237
640	9329	1446082
641	9342	1445928
642	9357	1445916
643	9368	1445444
644	9381	1445105
645	9393	1444745
646	9408	1444736
647	9422	1444694
648	9435	1444445
649	9449	1444254
650	9464	1444353
651	9478	1444267
652	9491	1443992
653	9504	1443733
654	9516	1443450
655	9530	1443311
656	9545	1443293
657	9559	1443238
658	9573	1443211
659	9587	1443044
660	9600	1442876
661	9614	1442753
662	9630	1442890
663	9643	1442681
664	9661	1443257
665	9677	1443458
666	9690	1443220
667	9706	1443352
668	9719	1443172
669	9733	1443047
670	9746	1442735
671	9759	1442561
672	9772	1442362
673	9788	1442500
674	9800	1442067
675	9812	1441774
676	9825	1441444
677	9839	1441394
678	9852	1441208
679	9866	1441102
680	9878	1440707
681	9889	1440253
682	9902	1439935
683	9918	1440152
684	9932	1440060
685	9951	1440754
686	9967	1440863
687	9981	1440745
688	9995	1440709
689	10009	1440603
690	10024	1440687
691	10038	1440549
692	10051	1440439
693	10065	1440317
694	10079	1440264
695	10092	1440010
696	10106	1439832
697	10121	1439886
698	10134	1439681
699	10147	1439503
700	10159	1439118
701	10173	1438979
702	10186	1438830
703	10201	1438812
704	10212	1438433
705	10225	1438212
706	10239	1438055
707	10252	1437910
708	10268	1437990
709	10282	1437901
710	10294	1437596
711	10308	1437554
712	10323	1437563
713	10337	1437500
714	10351	1437409
715	10364	1437188
716	10379	1437183
717	10395	1437436
718	10407	1437091
719	10422	1437088
720	10436	1437047
721	10451	1437062
722	10466	1437237
723	10478	1436802
724	10491	1436673
725	10506	1436688
726	10519	1436508
727	10534	1436531
728	10547	1436295
729	10562	1436374
730	10578	1436570
731	10591	1436396
732	10608	1436662
733	10626	1437146
734	10638	1436822
735	10656	1437273
736	10672	1437421
737	10687	1437527
738	10703	1437641
739	10718	1437715
740	10732	1437584
741	10745	1437448
742	10760	1437435
743	10775	1437527
744	10790	1437611
745	10806	1437822
746	10818	1437439
747	10833	1437487
748	10847	1437411
749	10861	1437369
750	10874	1437079
751	10887	1436950
752	10901	1436779
753	10914	1436676
754	10927	1436485
755	10942	1436540
756	10955	1436313
757	10969	1436229
758	10984	1436270
759	10998	1436118
760	11011	1435997
761	11024	1435722
762	11037	1435503
763	11051	1435492
764	11065	1435377
765	11080	1435433
766	11096	1435689
767	11111	1435685
768	11127	1435850
769	11141	1435858
770	11156	1435900
771	11170	1435724
772	11184	1435658
773	11199	1435776
774	11214	1435817
775	11228	1435701
776	11241	1435563
777	11255	1435436
778	11270	1435458
779	11284	1435424
780	11299	1435457
781	11312	1435345
782	11325	1435146
783	11338	1434875
784	11352	1434770
785	11364	1434479
786	11376	1434190
787	11390	1434157
788	11405	1434100
789	11416	1433714
790	11431	1433764
791	11443	1433501
792	11457	1433409
793	11470	1433186
794	11484	1433112
795	11498	1433008
796	11512	1432994
797	11526	1432917
798	11539	1432734
799	11550	1432320
800	11565	1432260
801	11581	1432490
802	11595	1432475
803	11608	1432234
804	11622	1432156
805	11634	1431836
806	11646	1431532
807	11660	1431525
808	11676	1431677
809	11691	1431649
810	11706	1431754
811	11721	1431780
812	11738	1432099
813	11754	1432238
814	11767	1432080
815	11781	1432032
816	11794	1431896
817	11808	1431830
818	11821	1431593
819	11836	1431580
820	11849	1431508
821	11864	1431450
822	11878	1431455
823	11892	1431327
824	11905	1431217
825	11919	1431117
826	11932	1430982
827	11945	1430760
828	11960	1430790
829	11972	1430547
830	11988	1430688
831	12003	1430777
832	12015	1430470
833	12029	1430377
834	12044	1430372
835	12057	1430268
836	12070	1429999
837	12084	1429937
838	12098	1429921
839	12112	1429906
840	12126	1429834
841	12141	1429878
842	12155	1429751
843	12168	1429617
844	12180	1429271
845	12194	1429216
846	12208	1429147
847	12221	1428947
848	12235	1428938
849	12250	1428993
850	12263	1428813
851	12277	1428705
852	12292	1428779
853	12306	1428740
854	12320	1428722
855	12336	1428891
856	12352	1429001
857	12364	1428737
858	12376	1428393
859	12389	1428284
860	12403	1428175
861	12416	1428029
862	12430	1427934
863	12443	1427817
864	12456	1427595
865	12471	1427712
866	12486	1427728
867	12501	1427767
868	12516	1427857
869	12531	1427818
870	12544	1427676
871	12556	1427449
872	12573	1427636
873	12590	1427939
874	12606	1428140
875	12621	1428153
876	12636	1428291
877	12651	1428291
878	12666	1428325
879	12686	1428921
880	12703	1429215
881	12718	1429336
882	12733	1429297
883	12746	1429148
884	12758	1428845
885	12772	1428821
886	12786	1428736
887	12798	1428422
888	12812	1428390
889	12825	1428248
890	12839	1428162
891	12853	1428099
892	12866	1427902
893	12879	1427824
894	12894	1427779
895	12907	1427619
896	12919	1427358
897	12931	1427137
898	12945	1427054
899	12958	1426885
900	12973	1426958
901	12990	1427185
902	13006	1427305
903	13019	1427190
904	13035	1427327
905	13054	1427843
906	13075	1428510
907	13092	1428834
908	13107	1428874
909	13124	1429124
910	13138	1429076
911	13153	1429132
912	13170	1429328
913	13185	1429379
914	13200	1429496
915	13218	1429851
916	13233	1429887
917	13249	1430072
918	13265	1430252
919	13277	1429916
920	13288	1429598
921	13300	1429315
922	13313	1429118
923	13327	1429020
924	13339	1428764
925	13350	1428424
926	13367	1428615
927	13382	1428674
928	13394	1428477
929	13409	1428428
930	13424	1428485
931	13437	1428324
932	13454	1428589
933	13467	1428477
934	13484	1428733
935	13504	1429235
936	13518	1429190
937	13530	1428995
938	13546	1429135
939	13564	1429446
940	13577	1429327
941	13593	1429417
942	13607	1429375
943	13622	1429408
944	13635	1429290
945	13650	1429362
946	13665	1429323
947	13679	1429345
948	13695	1429449
949	13711	1429557
950	13726	1429617
951	13740	1429581
952	13753	1429457
953	13767	1429396
954	13782	1429460
955	13798	1429527
956	13812	1429482
957	13825	1429297
958	13839	1429259
959	13853	1429192
960	13867	1429203
961	13882	1429206
962	13898	1429336
963	13911	1429216
964	13926	1429213
965	13940	1429148
966	13953	1429054
967	13970	1429219
968	13983	1429091
969	13996	1428904
970	14009	1428823
971	14024	1428818
972	14040	1428930
973	14052	1428700
974	14064	1428494
975	14077	1428338
976	14089	1428020
977	14104	1428111
978	14118	1428045
979	14140	1428775
980	14155	1428823
981	14169	1428778
982	14184	1428797
983	14199	1428849
984	14212	1428717
985	14227	1428705
986	14239	1428501
987	14254	1428462
988	14268	1428435
989	14283	1428448
990	14296	1428355
991	14310	1428316
992	14326	1428425
993	14340	1428380
994	14354	1428341
995	14369	1428369
996	14382	1428203
997	14400	1428552
998	14420	1429088
999	14433	1428870
1000	14449	1429064
1001	14464	1429120
1002	14478	1429088
1003	14492	1428963
1004	14508	1429117
1005	14524	1429234
1006	14537	1429124
1007	14552	1429178
1008	14566	1429128
1009	14580	1429071
1010	14594	1428968
1011	14608	1428946
1012	14622	1428852
1013	14637	1428944
1014	14651	1428860
1015	14664	1428671
1016	14678	1428631
1017	14690	1428429
1018	14704	1428338
1019	14717	1428138
1020	14734	1428378
1021	14746	1428170
1022	14758	1427895
1023	14772	1427820
1024	14786	1427845
1025	14803	1428041
1026	14816	1427842
1027	14830	1427827
1028	14843	1427719
1029	14858	1427711
1030	14870	1427435
1031	14887	1427663
1032	14900	1427534
1033	14913	1427424
1034	14929	1427506
1035	14943	1427437
1036	14958	1427563
1037	14972	1427428
1038	14986	1427385
1039	15000	1427345
1040	15013	1427241
1041	15025	1426958
1042	15038	1426807
1043	15050	1426613
1044	15062	1426336
1045	15076	1426257
1046	15090	1426209
1047	15103	1426088
1048	15117	1426055
1049	15130	1425910
1050	15145	1425902
1051	15158	1425787
1052	15172	1425756
1053	15187	1425712
1054	15201	1425706
1055	15217	1425804
1056	15229	1425595
1057	15244	1425643
1058	15257	1425499
1059	15270	1425348
1060	15286	1425434
1061	15299	1425326
1062	15316	1425528
1063	15333	1425747
1064	15349	1425931
1065	15366	1426117
1066	15383	1426397
1067	15399	1426535
1068	15416	1426748
1069	15432	1426891
1070	15445	1426750
1071	15462	1426910
1072	15477	1426934
1073	15491	1426945
1074	15507	1427017
1075	15522	1427061
1076	15537	1427103
1077	15550	1427016
1078	15564	1426903
1079	15580	1427020
1080	15592	1426844
1081	15606	1426795
1082	15622	1426943
1083	15644	1427612
1084	15661	1427785
1085	15675	1427749
1086	15692	1427968
1087	15708	1428079
1088	15724	1428218
1089	15741	1428402
1090	15756	1428484
1091	15772	1428552
1092	15789	1428790
1093	15805	1428942
1094	15823	1429267
1095	15840	1429461
1096	15854	1429446
1097	15870	1429541
1098	15888	1429865
1099	15904	1429956
1100	15918	1429924
1101	15936	1430224
1102	15950	1430156
1103	15963	1430015
1104	15978	1430037
1105	15990	1429821
1106	16004	1429716
1107	16018	1429718
1108	16032	1429640
1109	16047	1429658
1110	16061	1429609
1111	16075	1429548
1112	16098	1430268
1113	16110	1430091
1114	16124	1430038
1115	16140	1430118
1116	16154	1430111
1117	16166	1429859
1118	16182	1430005
1119	16196	1429962
1120	16211	1429991
1121	16225	1429939
1122	16239	1429882
1123	16254	1429872
1124	16269	1429868
1125	16283	1429841
1126	16299	1429940
1127	16313	1429913
1128	16327	1429840
1129	16341	1429797
1130	16353	1429589
1131	16366	1429434
1132	16381	1429435
1133	16395	1429396
1134	16409	1429396
1135	16424	1429355
1136	16437	1429285
1137	16452	1429242
1138	16465	1429159
1139	16478	1428998
1140	16494	1429143
1141	16507	1429019
1142	16523	1429104
1143	16538	1429108
1144	16552	1429053
1145	16565	1428979
1146	16580	1428952
1147	16595	1429033
1148	16610	1429038
1149	16626	1429174
1150	16642	1429307
1151	16657	1429328
1152	16671	1429228
1153	16687	1429345
1154	16702	1429361
1155	16717	1429446
1156	16732	1429489
1157	16746	1429430
1158	16760	1429386
1159	16775	1429379
1160	16788	1429290
1161	16802	1429209
1162	16818	1429330
1163	16832	1429281
1164	16847	1429265
1165	16861	1429246
1166	16876	1429239
1167	16891	1429284
1168	16904	1429202
1169	16920	1429284
1170	16934	1429213
1171	16948	1429138
1172	16962	1429121
1173	16975	1429007
1174	16990	1429011
1175	17004	1428924
1176	17017	1428853
1177	17031	1428783
1178	17045	1428726
1179	17060	1428775
1180	17075	1428741
1181	17087	1428582
1182	17103	1428672
1183	17117	1428599
1184	17131	1428602
1185	17146	1428635
1186	17164	1428899
1187	17178	1428832
1188	17192	1428758
1189	17208	1428849
1190	17225	1429050
1191	17241	1429153
1192	17257	1429282
1193	17273	1429458
1194	17290	1429574
1195	17308	1429908
1196	17324	1430030
1197	17341	1430166
1198	17357	1430333
1199	17376	1430674
1200	17394	1430978
1201	17411	1431164
1202	17428	1431354
1203	17446	1431583
1204	17465	1431924
1205	17485	1432422
1206	17505	1432821
1207	17521	1432937
1208	17537	1433027
1209	17555	1433347
1210	17569	1433257
1211	17584	1433263
1212	17596	1433047
1213	17608	1432837
1214	17622	1432757
1215	17636	1432753
1216	17649	1432611
1217	17663	1432517
1218	17674	1432283
1219	17690	1432321
1220	17704	1432327
1221	17717	1432186
1222	17733	1432236
1223	17746	1432149
1224	17758	1431929
1225	17772	1431832
1226	17784	1431670
1227	17798	1431590
1228	17813	1431585
1229	17827	1431588
1230	17839	1431382
1231	17855	1431429
1232	17869	1431401
1233	17882	1431263
1234	17897	1431319
1235	17912	1431352
1236	17926	1431258
1237	17941	1431292
1238	17956	1431279
1239	17969	1431152
1240	17982	1431062
1241	17996	1430988
1242	18011	1431057
1243	18025	1430975
1244	18042	1431154
1245	18059	1431354
1246	18076	1431525
1247	18090	1431488
1248	18102	1431248
1249	18118	1431329
1250	18131	1431262
1251	18146	1431270
1252	18158	1431076
1253	18173	1431071
1254	18187	1430989
1255	18199	1430772
1256	18212	1430680
1257	18227	1430690
1258	18241	1430669
1259	18255	1430590
1260	18270	1430601
1261	18283	1430481
1262	18297	1430457
1263	18313	1430504
1264	18325	1430297
1265	18341	1430408
1266	18364	1431047
1267	18385	1431548
1268	18402	1431790
1269	18423	1432220
1270	18443	1432685
1271	18463	1433051
1272	18482	1433381
1273	18501	1433714
1274	18519	1433958
1275	18536	1434199
1276	18553	1434377
1277	18574	1434803
1278	18593	1435170
1279	18615	1435737
1280	18631	1435802
1281	18646	1435859
1282	18663	1435994
1283	18676	1435877
1284	18690	1435832
1285	18704	1435769
1286	18720	1435857
1287	18734	1435835
1288	18747	1435661
1289	18760	1435524
1290	18774	1435458
1291	18788	1435429
1292	18801	1435306
1293	18817	1435397
1294	18831	1435364
1295	18846	1435324
1296	18863	1435502
1297	18875	1435322
1298	18890	1435306
1299	18906	1435414
1300	18920	1435397
1301	18935	1435410
1302	18951	1435478
1303	18968	1435664
1304	18985	1435824
1305	18999	1435752
1306	19011	1435591
1307	19026	1435594
1308	19041	1435596
1309	19055	1435543
1310	19071	1435621
1311	19083	1435484
1312	19097	1435407
1313	19110	1435302
1314	19124	1435246
1315	19139	1435200
1316	19153	1435141
1317	19168	1435170
1318	19182	1435153
1319	19194	1434921
1320	19209	1434966
1321	19223	1434894
1322	19239	1434979
1323	19252	1434848
1324	19267	1434847
1325	19282	1434876
1326	19295	1434788
1327	19307	1434598
1328	19322	1434592
1329	19334	1434404
1330	19349	1434430
1331	19364	1434432
1332	19379	1434448
1333	19393	1434422
1334	19407	1434310
1335	19421	1434247
1336	19434	1434172
1337	19450	1434220
1338	19462	1434069
1339	19476	1434004
1340	19491	1433985
1341	19506	1434047
1342	19522	1434095
1343	19536	1434068
1344	19550	1434029
1345	19564	1433974
1346	19580	1434033
1347	19593	1433940
1348	19608	1433918
1349	19620	1433785
1350	19635	1433742
1351	19648	1433650
1352	19661	1433527
1353	19675	1433489
1354	19689	1433445
1355	19702	1433251
1356	19717	1433316
1357	19730	1433168
1358	19745	1433195
1359	19759	1433127
1360	19773	1433095
1361	19787	1433010
1362	19800	1432919
1363	19814	1432888
1364	19828	1432811
1365	19842	1432778
1366	19860	1432996
1367	19876	1433118
1368	19891	1433105
1369	19906	1433103
1370	19919	1433022
1371	19933	1432952
1372	19949	1433017
1373	19962	1432939
1374	19977	1432922
1375	19991	1432908
1376	20007	1432943
1377	20022	1432972
1378	20035	1432868
1379	20050	1432894
1380	20064	1432828
1381	20079	1432818
1382	20094	1432852
1383	20107	1432778
1384	20121	1432668
1385	20135	1432666
1386	20150	1432682
1387	20166	1432761
1388	20181	1432794
1389	20195	1432725
1390	20209	1432634
1391	20225	1432725
1392	20238	1432661
1393	20253	1432674
1394	20268	1432654
1395	20280	1432475
1396	20295	1432497
1397	20309	1432437
1398	20323	1432365
1399	20337	1432313
1400	20351	1432266
1401	20369	1432514
1402	20382	1432386
1403	20398	1432466
1404	20414	1432558
1405	20427	1432470
1406	20443	1432508
1407	20455	1432362
1408	20471	1432426
1409	20486	1432433
1410	20501	1432463
1411	20515	1432389
1412	20530	1432408
1413	20541	1432187
1414	20557	1432235
1415	20570	1432152
1416	20584	1432099
1417	20598	1432061
1418	20612	1432015
1419	20627	1431986
1420	20641	1431936
1421	20652	1431696
1422	20666	1431668
1423	20679	1431564
1424	20695	1431623
1425	20710	1431624
1426	20723	1431529
1427	20734	1431281
1428	20751	1431393
1429	20765	1431373
1430	20780	1431400
1431	20796	1431504
1432	20809	1431347
1433	20823	1431334
1434	20836	1431214
1435	20850	1431160
1436	20866	1431204
1437	20879	1431121
1438	20892	1431002
1439	20906	1430960
1440	20921	1430930
1441	20935	1430924
1442	20948	1430796
1443	20963	1430827
1444	20977	1430763
1445	20993	1430847
1446	21007	1430792
1447	21022	1430811
1448	21036	1430755
1449	21049	1430634
1450	21064	1430649
1451	21079	1430645
1452	21092	1430526
1453	21105	1430460
1454	21119	1430407
1455	21134	1430382
1456	21147	1430270
1457	21162	1430306
1458	21177	1430339
1459	21190	1430239
1460	21205	1430249
1461	21219	1430207
1462	21234	1430178
1463	21249	1430228
1464	21263	1430136
1465	21276	1430077
1466	21290	1430033
1467	21306	1430064
1468	21321	1430102
1469	21335	1430064
1470	21349	1429981
1471	21364	1430054
1472	21379	1430024
1473	21393	1430015
1474	21406	1429858
1475	21420	1429861
1476	21436	1429897
1477	21450	1429847
1478	21463	1429758
1479	21478	1429746
1480	21492	1429700
1481	21505	1429633
1482	21521	1429668
1483	21534	1429546
1484	21547	1429476
1485	21560	1429316
1486	21572	1429177
1487	21584	1428982
1488	21596	1428814
1489	21611	1428815
1490	21623	1428633
1491	21635	1428446
1492	21650	1428471
1493	21668	1428683
1494	21683	1428726
1495	21697	1428687
1496	21711	1428623
1497	21726	1428639
1498	21740	1428614
1499	21754	1428537
1500	21770	1428597
1501	21787	1428750
