pH	(MAPE of log)	mape	rmse
2.2	0.03485885219298087	1.0835746897722882	0.25008672053913167
6.6	0.024753729566164874	1.0586532364835246	0.2595273343353425
7.4	0.16183081598718874	1.4515460423053148	0.7988002959830705
11.6	0.06696132770239122	1.1667057216589318	0.37049556053584065
