pH	(MAPE of log)	mape	rmse
4.2	0.08342574833371125	1.211785491152532	0.5429507982881189
6.4	0.026381947101935786	1.0626296927384271	0.2633427388997475
4.4	0.10359252377103388	1.2693825497931273	0.5820667144997232
3.6	0.008056558269863267	1.0187240480819002	0.1306635162047402
