pH	(MAPE of log)	mape	rmse
2.2	0.03459943090816184	1.0829276209978378	0.2491475612317705
6.6	0.02481203744159332	1.0587953795858331	0.2582108404331405
7.4	0.11568668723430021	1.3052289180007273	0.7130592538355437
11.6	0.0671999010076926	1.1673468104092184	0.37099988080274937
