pH	(MAPE of log)	mape	rmse
2.2	0.034826637889609054	1.083494317327669	0.24891526302690528
6.6	0.024526836270880845	1.0581002969533275	0.25761732475084065
7.4	0.16135450732160198	1.449954944579784	0.7898021290522407
11.6	0.06694114364263265	1.166651499669536	0.3703691394722418
