pH	(MAPE of log)	mape	rmse
2.2	0.034618373660252784	1.0829748564053616	0.24802123437376525
6.6	0.02483265615507022	1.058845648510971	0.2584597841730274
7.4	0.11567118017242999	1.3051823138989458	0.712558058233625
11.6	0.06719772278197757	1.1673409555375356	0.37091504334868935
