pH	(MAPE of log)	mape	rmse
2.2	0.034761683011234695	1.0833322775556578	0.25042516165249573
6.6	0.02449134125460775	1.0580138216374264	0.25626445233282674
7.4	0.16858282160419305	1.4742896667958538	0.8032966265436927
11.6	0.06676661182411035	1.166182746536826	0.3705101898374165
