pH	(MAPE of log)	mape	rmse
2.2	0.034632766336767165	1.0830107471792758	0.24858715294548173
6.6	0.024829585556699476	1.0588381621661866	0.2584271933178324
7.4	0.11569671220869503	1.3052590474130277	0.7126745393322353
11.6	0.06720496281366105	1.16736041619454	0.37113684898117694
