pH	(MAPE of log)	mape	rmse
2.2	0.034690430687584865	1.0831545557250635	0.24873276922590246
6.6	0.024945002108901927	1.0591195926131693	0.2589374962244563
7.4	0.16994027084104277	1.4789049782037234	0.8188238993966455
11.6	0.06721833203919193	1.1673963525132116	0.37137536743058264
