pH	(MAPE of log)	mape	rmse
2.2	0.03463274409590665	1.0830106917167006	0.2486402805703026
6.6	0.024831302449078656	1.0588423480696243	0.25827217407877956
7.4	0.11569903070012533	1.3052660155881246	0.7127314580169192
11.6	0.0672054140178505	1.1673616290079785	0.3711482924204633
