pH	(MAPE of log)	mape	rmse
2.2	0.034614373221211595	1.0829648807894527	0.24857332763720677
6.6	0.024820426634362406	1.058815832353951	0.2582311314932684
7.4	0.11589085750668364	1.305842675728375	0.7126589089157386
11.6	0.06719892460488348	1.1673441859240568	0.37096502846449764
