pH	(MAPE of log)	mape	rmse
2.2	0.03489761554311327	1.0836714095359685	0.2496221415218368
6.6	0.026034405827354692	1.0617796705424163	0.2760268944023117
7.4	0.11758404568486826	1.3109437147163845	0.7206726290733161
11.6	0.06731549962010859	1.1676575710522108	0.37256252625856473
